"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Aaron","Faustine","1973","POLITIQUE;ECONOMIE;INTELLIGENCE_ARTIFICIELLE;DEFENSE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Saana","Romane","2007","FINANCE;NUCLEAIRE;AERONAUTIQUE;POLITIQUE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Lahyana","Ines","2007","AERONAUTIQUE;AERONAUTIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Amine","Leandre","2004","ENERGIE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Hissa","Adele","2001","DATA","CONFIDENT;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Clhoe","Lison","1991","FINANCE;DEFENSE","CONFIDENT;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Lisa","Meline","1984","MANAGEMENT;STRATEGIE;DEFENSE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Hibrahim","Axele","1980","DEFENSE;DURABLE;STRATEGIE","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Augustin","Eliana","1983","NUCLEAIRE;ENERGIE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lea","Abel","2003","FINANCE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Na'il","Enzho","2007","FINANCE;DATA;DURABLE;ENERGIE","ADMINISTRATION;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Mae-lys","Clhoe","1981","INTELLIGENCE_ARTIFICIELLE;AERONAUTIQUE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Laura","Mahalia","1979","AERONAUTIQUE;DURABLE;AERONAUTIQUE;AERONAUTIQUE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Sacha","Julia","1998","INTELLIGENCE_ARTIFICIELLE;STRATEGIE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Hyacine","Aadam","1996","ECONOMIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Emile","Pauline","1997","STRATEGIE;AERONAUTIQUE;ECONOMIE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lino","Howen","2001","ENERGIE;MANAGEMENT;ECONOMIE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Elina","Eleonore","1997","ECONOMIE;INTELLIGENCE_ARTIFICIELLE;ECONOMIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Soline","Eloise","1977","ECONOMIE;DURABLE;AERONAUTIQUE;CONSEIL","ADMINISTRATION;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Adem","Leho","1986","ENERGIE;AERONAUTIQUE","ENTREPRENEURIAT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Mari","Howen","1987","ENERGIE;DATA","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Clemence","Keevin","1998","MANAGEMENT;ENERGIE;INTELLIGENCE_ARTIFICIELLE;AERONAUTIQUE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Arthur","Morgan","2000","DURABLE;STRATEGIE;AERONAUTIQUE;MATHS","ENTREPRISE;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Hylian","Marion","1994","MANAGEMENT","RECHERCHE;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Pablo","Chloe","1972","AERONAUTIQUE;CONSEIL;AERONAUTIQUE;MATHS","ENTREPRISE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Aioub","Victoire","1980","MANAGEMENT","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Elea","Jean","1996","CONSEIL;DATA;FINANCE","ENTREPRENEURIAT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Melvin","Axele","1996","ECONOMIE;SPATIAL","RECHERCHE;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Khylian","Mahia","1980","POLITIQUE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Alessio","Amauri","2009","MATHS;MATHS;DURABLE","RECHERCHE;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Thiago","Emi","1995","CONSEIL;ENERGIE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Ameli","Adrien","2003","SPATIAL;CONSEIL;DURABLE","ADMINISTRATION;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Sacha","Louis","1985","ECONOMIE","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Eline","Miriam","1974","POLITIQUE;MANAGEMENT;ECONOMIE","ENTREPRENEURIAT;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Anas","Oscar","1977","ECONOMIE;STRATEGIE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Valentin","Clemence","2003","INTELLIGENCE_ARTIFICIELLE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Celhia","Nhoé","1973","DEFENSE;DATA;DURABLE;ECONOMIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Leho","Augustin","1998","ENERGIE;NUCLEAIRE","RESEAUTER;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Augustin","Camile","1974","MATHS","ADMINISTRATION;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Julia","Eleonore","1978","DEFENSE;AERONAUTIQUE;POLITIQUE;NUCLEAIRE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Leana","Mae-li","1988","FINANCE;MATHS;NUCLEAIRE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mehlia","Ennora","1996","MATHS;MATHS;AERONAUTIQUE","ADMINISTRATION;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Ahamed","Tahis","1992","ECONOMIE;FINANCE;NUCLEAIRE;DURABLE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Maxence","Eden","1975","STRATEGIE;STRATEGIE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Nicolas","Josef","2007","MANAGEMENT;POLITIQUE;SCIENCE;NUCLEAIRE","CONFIDENT;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Anthoni","Naele","1991","SCIENCE;DURABLE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Leeya","Andrea","1988","CONSEIL;DEFENSE;NUCLEAIRE;DEFENSE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Khylian","Elio","1979","STRATEGIE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Valentine","Mae","2001","FINANCE","ADMINISTRATION;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Soan","Chloe","2009","MATHS;STRATEGIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Isma'il","Lila","1993","MANAGEMENT;CONSEIL;STRATEGIE;DATA","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Chana","Marius","1977","NUCLEAIRE;MATHS","ADMINISTRATION;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Gaetan","Hibrahim","2001","MANAGEMENT;AERONAUTIQUE;INTELLIGENCE_ARTIFICIELLE","ENTREPRENEURIAT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Eleonore","Quentin","1978","AERONAUTIQUE;NUCLEAIRE;DURABLE;CONSEIL","ENTREPRENEURIAT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Thom","Saana","1972","ECONOMIE;DEFENSE","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Salma","Remi","1996","SPATIAL;ECONOMIE","RESEAUTER;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Sofia","Louisa","2007","DATA;POLITIQUE;SPATIAL;STRATEGIE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Khylian","Corenthin","1999","ENERGIE","ENTREPRENEURIAT","False"
